$p_{T,jet} [GeV/c]$
1
$1/N dN/dM [GeV/c^{2}]$
$M$ for $20 < p_{T} < 25 GeV/c$
yes
none
none
1
stat
symmetric
0-1	0	0
1-2	0.119084	0.000971026
2-3	0.377064	0.00172787
3-4	0.354751	0.00167597
4-5	0.128063	0.00100697
5-6	0.0201588	0.000399518
6-7	0.000878881	8.34197e-05
7-8	0	0
8-9	0	0
9-10	0	0
10-11	0	0
11-12	0	0
12-13	0	0
13-14	0	0
***
