$M [GeV/c^{2}]$
1
$1/N dN/dM [c^{2}/GeV]$
$20 < p_{T,jet} < 25 GeV/c$
yes
none
none
2
stat
symmetric
syst
symmetric
0-1	0.00589494	9.31615e-05	0.00207972
1-2	0.0408371	0.000743522	0.0078872
2-3	0.179828	0.00109904	0.0228083
3-4	0.284157	0.00125962	0.0222684
4-5	0.237377	0.000823142	0.0136025
5-6	0.145017	0.000497102	0.0126095
6-7	0.0720504	0.000341989	0.0121937
7-8	0.0269964	0.000207912	0.0087329
8-9	0.00619244	8.80895e-05	0.00346809
9-10	0.00149915	2.1507e-05	0.000735763
10-11	9.34303e-05	1.22304e-06	0.000403281
11-12	5.6142e-05	1.73763e-06	0.000157854
12-13	0	0	0
13-14	0	0	0
***
