$p_{T,jet} [GeV/c]$
1
$1/N dN/dM_{g} [GeV/c^{2}]$
$M_{g}$ for $20 < p_{T} < 25 GeV/c$
yes
none
none
1
stat
symmetric
0-1	0.0676254	0.000736278
1-2	0.266237	0.0014609
2-3	0.320868	0.0016038
3-4	0.229266	0.00135568
4-5	0.0973498	0.000883394
5-6	0.0178202	0.000377958
6-7	0.000833694	8.17504e-05
7-8	0	0
8-9	0	0
9-10	0	0
10-11	0	0
11-12	0	0
12-13	0	0
13-14	0	0
***
