$M_{g} [GeV/c^{2}]$
1
$1/N dN/dM_{g} [c^{2}/GeV]$
$30 < p_{T,jet} < 40 GeV/c$
yes
none
none
2
stat
symmetric
syst
symmetric
0-1	0.0187193	0.00102588	0.00615087
1-2	0.112214	0.00221742	0.010928
2-3	0.196387	0.0029454	0.012406
3-4	0.20076	0.00239443	0.0123082
4-5	0.17463	0.00211289	0.00954256
5-6	0.117281	0.00152676	0.0136618
6-7	0.0826431	0.00116926	0.0140511
7-8	0.0500784	0.000896896	0.00951688
8-9	0.0262483	0.000570388	0.00890422
9-10	0.0152133	0.000502585	0.00391143
10-11	0.00421767	0.000373695	0.00247769
11-12	0.00136697	5.04256e-05	0.00166204
12-13	0.000241965	4.93587e-05	0.00024689
13-14	0	0	0
***
