$M [GeV/c^{2}]$
1
$1/N dN/dM [c^{2}/GeV]$
$R = 0.6$
yes
none
none
2
stat
symmetric
syst
symmetric
0-1	0	0	0
1-2	0.00435852	0.000528282	0.00150029
2-3	0.0245526	0.000848569	0.00711413
3-4	0.067822	0.00122099	0.0106485
4-5	0.129413	0.002255	0.0100461
5-6	0.169791	0.00229305	0.0105967
6-7	0.16831	0.00168301	0.00817605
7-8	0.146639	0.00149428	0.00679845
8-9	0.107502	0.00115941	0.00900313
9-10	0.0767979	0.00115322	0.0149975
10-11	0.0507656	0.00106372	0.00795719
11-12	0.029038	0.000638998	0.00725074
12-13	0.0159784	0.00050824	0.00621745
13-14	0.00903216	0.000438148	0.00279516
***
