$M_{g} [GeV/c^{2}]$
1
$1/N dN/dM_{g} [c^{2}/GeV]$
$R = 0.6$
yes
none
none
2
stat
symmetric
syst
symmetric
0-1	0.0182767	0.000782103	0.00506021
1-2	0.0910258	0.00173422	0.0103938
2-3	0.15705	0.00232579	0.0137342
3-4	0.154976	0.00182151	0.00959642
4-5	0.138876	0.00173982	0.010587
5-6	0.113339	0.00155419	0.00538686
6-7	0.0918433	0.00150056	0.012205
7-8	0.0687247	0.000972876	0.00732175
8-9	0.0520784	0.000691425	0.00554499
9-10	0.0421184	0.000610009	0.00962154
10-11	0.0326221	0.00083256	0.00364182
11-12	0.019811	0.000671103	0.0054706
12-13	0.0116612	0.00056451	0.00424865
13-14	0.00759737	0.000416239	0.00156214
***
